"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE Selected Categories: 'ACOUSTICS','AGRICULTURAL ECONOMICS & POLICY','AGRICULTURAL ENGINEERING','AGRICULTURE, DAIRY & ANIMAL SCIENCE','AGRICULTURE, MULTIDISCIPLINARY','AGRONOMY','AUTOMATION & CONTROL SYSTEMS','BEHAVIORAL SCIENCES','BIOCHEMICAL RESEARCH METHODS','BIOCHEMISTRY & MOLECULAR BIOLOGY','BIODIVERSITY CONSERVATION','BIOLOGY','BIOPHYSICS','BIOTECHNOLOGY & APPLIED MICROBIOLOGY','BUSINESS','BUSINESS, FINANCE','COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE','COMPUTER SCIENCE, CYBERNETICS','COMPUTER SCIENCE, HARDWARE & ARCHITECTURE','COMPUTER SCIENCE, INFORMATION SYSTEMS','COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS','COMPUTER SCIENCE, SOFTWARE ENGINEERING','COMPUTER SCIENCE, THEORY & METHODS','CONSTRUCTION & BUILDING TECHNOLOGY','ECOLOGY','ECONOMICS','ENERGY & FUELS','ENGINEERING, AEROSPACE','ENGINEERING, BIOMEDICAL','ENGINEERING, CHEMICAL','ENGINEERING, CIVIL','ENGINEERING, ELECTRICAL & ELECTRONIC','ENGINEERING, ENVIRONMENTAL','ENGINEERING, GEOLOGICAL','ENGINEERING, INDUSTRIAL','ENGINEERING, MANUFACTURING','ENGINEERING, MARINE','ENGINEERING, MECHANICAL','ENGINEERING, MULTIDISCIPLINARY','ENGINEERING, OCEAN','ENGINEERING, PETROLEUM','ENTOMOLOGY','MANAGEMENT','MARINE & FRESHWATER BIOLOGY','MATERIALS SCIENCE, BIOMATERIALS','MATERIALS SCIENCE, CERAMICS','MATERIALS SCIENCE, CHARACTERIZATION & TESTING','MATERIALS SCIENCE, COATINGS & FILMS','MATERIALS SCIENCE, COMPOSITES','MATERIALS SCIENCE, MULTIDISCIPLINARY','MATERIALS SCIENCE, PAPER & WOOD','MATERIALS SCIENCE, TEXTILES','MATHEMATICS, APPLIED','MATHEMATICS, INTERDISCIPLINARY APPLICATIONS','MECHANICS','METALLURGY & METALLURGICAL ENGINEERING','MULTIDISCIPLINARY SCIENCES','OPERATIONS RESEARCH & MANAGEMENT SCIENCE' Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
2674,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART I-JOURNAL OF SYSTEMS AND CONTROL ENGINEERING,"1,300",1.101,0.001210
2677,Acoustics Australia,269,1.100,0.000400
2677,BULLETIN OF INSECTOLOGY,892,1.100,0.000940
2679,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,404,1.099,0.000460
2679,Theoretical Ecology,685,1.099,0.001290
2681,Theory of Computing,426,1.098,0.000690
2682,ETRI JOURNAL,989,1.094,0.001050
2682,EVOLUTIONARY ECOLOGY RESEARCH,"1,824",1.094,0.000870
2684,IEEE INDUSTRY APPLICATIONS MAGAZINE,764,1.093,0.000860
2684,JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS,477,1.093,0.001180
2686,ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,"1,283",1.092,0.001210
2686,JOURNAL OF ETHNOBIOLOGY,600,1.092,0.000830
2688,COLOR RESEARCH AND APPLICATION,"2,049",1.091,0.000880
2688,INTERNATIONAL JOURNAL OF PEST MANAGEMENT,"1,080",1.091,0.000800
2690,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,"4,357",1.090,0.003080
2690,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,"1,512",1.090,0.000890
2692,RANGELAND JOURNAL,859,1.089,0.000990
2692,TENSIDE SURFACTANTS DETERGENTS,568,1.089,0.000460
2694,GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS,809,1.087,0.000900
2695,ECOLOGICAL MANAGEMENT & RESTORATION,797,1.086,0.000840
2696,Journal of Transportation Engineering Part B-Pavements,115,1.085,0.000250
2697,JOURNAL OF AGRICULTURAL SCIENCE,"4,900",1.082,0.002450
2698,JOURNAL OF COMPUTATIONAL BIOLOGY,"4,783",1.081,0.003040
2699,COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS,"4,204",1.079,0.007340
2700,COMPUTER JOURNAL,"3,599",1.077,0.002330
2701,DIATOM RESEARCH,742,1.076,0.000690
2701,Journal of Aerospace Information Systems,269,1.076,0.000740
2701,Radioengineering,"1,436",1.076,0.001290
2701,THEORY AND PRACTICE OF LOGIC PROGRAMMING,534,1.076,0.001140
2705,ENTOMOLOGICAL SCIENCE,753,1.074,0.001100
2706,GENETIC RESOURCES AND CROP EVOLUTION,"3,471",1.071,0.002310
2706,INTERNATIONAL JOURNAL OF COMPUTATIONAL FLUID DYNAMICS,775,1.071,0.000740
2708,GENERAL PHYSIOLOGY AND BIOPHYSICS,958,1.070,0.000890
2709,IET Information Security,635,1.068,0.000740
2709,OUTLOOK ON AGRICULTURE,592,1.068,0.000330
2711,JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,"2,790",1.067,0.002050
2712,Advances in Applied Clifford Algebras,782,1.066,0.001160
2713,POLISH POLAR RESEARCH,738,1.065,0.000500
2714,PHYSICS OF METALS AND METALLOGRAPHY,"2,034",1.064,0.001560
2715,Proceedings of the Institution of Civil Engineers-Engineering Sustainability,356,1.063,0.000290
2716,Asia-Pacific Journal of Chemical Engineering,"1,302",1.060,0.001430
2716,Differential and Integral Equations,"1,366",1.060,0.002180
2718,Advances in Differential Equations,917,1.059,0.002040
2719,EXPERIMENTAL TECHNIQUES,926,1.058,0.000960
2720,LAKE AND RESERVOIR MANAGEMENT,983,1.056,0.000610
2721,Biomedical Engineering-Biomedizinische Technik,"1,013",1.054,0.001090
2722,Networks and Heterogeneous Media,516,1.053,0.001320
2722,SPE DRILLING & COMPLETION,"1,099",1.053,0.000640
2722,Selecta Mathematica-New Series,918,1.053,0.006790
2725,TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,742,1.052,0.000490
2726,EUROPEAN JOURNAL OF ENTOMOLOGY,"1,974",1.051,0.001890
2727,Journal of Marine Engineering and Technology,215,1.049,0.000250
2728,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,366,1.048,0.000190
2729,RANDOM STRUCTURES & ALGORITHMS,"1,565",1.047,0.004090
2730,Brodogradnja,220,1.045,0.000220
2731,CONNECTION SCIENCE,413,1.042,0.000340
2732,DISCRETE APPLIED MATHEMATICS,"6,495",1.041,0.012990
2733,CIVIL ENGINEERING AND ENVIRONMENTAL SYSTEMS,410,1.040,0.000300
2734,ENVIRONMETRICS,"1,843",1.039,0.002220
2735,PETROLEUM CHEMISTRY,"1,367",1.038,0.001310
2736,SPANISH JOURNAL OF AGRICULTURAL RESEARCH,"1,788",1.037,0.001650
2737,INTERACTING WITH COMPUTERS,"1,491",1.036,0.000860
2737,Revista Iberoamericana de Automatica e Informatica Industrial,281,1.036,0.000290
2739,STOCHASTIC ANALYSIS AND APPLICATIONS,985,1.035,0.001740
2740,ACTA SCIENTIARUM-AGRONOMY,"1,049",1.034,0.000980
2740,IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION,712,1.034,0.001060
2740,MAGNESIUM RESEARCH,677,1.034,0.000340
2743,JOURNAL OF NATURAL HISTORY,"3,334",1.032,0.002870
2743,JOURNAL OF SHIP RESEARCH,"1,060",1.032,0.000520
2745,INTERNATIONAL JOURNAL OF ODONATOLOGY,277,1.029,0.000410
2745,Iranian Journal of Science and Technology-Transactions of Mechanical Engineering,277,1.029,0.000290
2745,Journal of Nonlinear and Convex Analysis,"1,244",1.029,0.002870
2745,TRANSPORTATION RESEARCH RECORD,"24,316",1.029,0.017380
2749,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,"2,411",1.027,0.001700
2750,AQUATIC LIVING RESOURCES,"1,504",1.026,0.000570
2751,BRAGANTIA,"1,267",1.025,0.000910
2751,RAIRO-OPERATIONS RESEARCH,573,1.025,0.000660
2751,Science China-Mathematics,"1,513",1.025,0.007600
2754,MOLECULAR BIOLOGY,"1,297",1.023,0.001490
2754,POLYMERS & POLYMER COMPOSITES,932,1.023,0.000690
2756,APPLIED BIOCHEMISTRY AND MICROBIOLOGY,"1,632",1.022,0.000980
2756,ETHOLOGY ECOLOGY & EVOLUTION,932,1.022,0.000890
2756,IRBM,418,1.022,0.000460
2759,MINERALS & METALLURGICAL PROCESSING,535,1.020,0.000270
2760,BEHAVIOUR,"4,965",1.019,0.002460
2761,Scientia Iranica,"2,927",1.017,0.002080
2762,Mljekarstvo,318,1.016,0.000300
2763,Crop Breeding and Applied Biotechnology,744,1.015,0.000710
2763,JOURNAL OF APPLIED POULTRY RESEARCH,"2,775",1.015,0.001310
2763,Mechanical Sciences,305,1.015,0.000520
2766,Language Resources and Evaluation,587,1.014,0.000680
2767,Journal of Signal Processing Systems for Signal Image and Video Technology,865,1.013,0.001320
2768,Petrophysics,657,1.011,0.000730
2769,MATHEMATICAL PROBLEMS IN ENGINEERING,"11,080",1.009,0.017860
2769,PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS,"2,229",1.009,0.003380
2771,Emirates Journal of Food and Agriculture,"1,066",1.008,0.001220
2772,MECHANICS OF COMPOSITE MATERIALS,"1,596",1.007,0.000750
2773,INTERNATIONAL JOURNAL OF ELECTRONICS,"1,560",1.004,0.000970
2774,ACTA ETHOLOGICA,433,1.000,0.000710
2774,AI COMMUNICATIONS,429,1.000,0.000460
2774,Autex Research Journal,543,1.000,0.000470
2774,ISSUES IN SCIENCE AND TECHNOLOGY,468,1.000,0.000750
2774,International Journal for Multiscale Computational Engineering,512,1.000,0.000560
2774,MATHEMATICAL METHODS OF OPERATIONS RESEARCH,"1,048",1.000,0.001550
2774,NAUTILUS,475,1.000,0.000280
2774,PHONETICA,672,1.000,0.000210
2774,PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,"1,293",1.000,0.000180
2774,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-GEOTECHNICAL ENGINEERING,899,1.000,0.000870
2774,Physics and Chemistry of Glasses-European Journal of Glass Science and Technology Part B,"1,293",1.000,0.000380
2774,Proceedings of the Institution of Mechanical Engineers Part P-Journal of Sports Engineering and Technology,307,1.000,0.000440
2774,Systems Engineering,605,1.000,0.000320
2787,JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES,"2,625",0.992,0.001420
2788,Archives Animal Breeding,222,0.991,0.000500
2788,JOURNAL OF INSECT BEHAVIOR,"1,679",0.991,0.001230
2790,Journal of Transportation Engineering Part A-Systems,224,0.989,0.000620
2791,FLUCTUATION AND NOISE LETTERS,466,0.988,0.000470
2791,LINEAR ALGEBRA AND ITS APPLICATIONS,"10,811",0.988,0.017620
2791,Rendiconti Lincei-Matematica e Applicazioni,330,0.988,0.001820
2794,INTERNATIONAL JOURNAL OF CAST METALS RESEARCH,843,0.987,0.000520
2794,INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,524,0.987,0.000290
2794,Journal of Mechanics of Materials and Structures,904,0.987,0.000790
2797,DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL,425,0.986,0.000790
2798,CANADIAN JOURNAL OF CIVIL ENGINEERING,"3,383",0.985,0.001800
2798,Protection of Metals and Physical Chemistry of Surfaces,"1,026",0.985,0.000990
2800,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,805,0.981,0.000940
2800,TURKISH JOURNAL OF CHEMISTRY,"1,577",0.981,0.000930
2802,Bioinspired Biomimetic and Nanobiomaterials,151,0.980,0.000190
2802,JOURNAL OF PROFESSIONAL ISSUES IN ENGINEERING EDUCATION AND PRACTICE,744,0.980,0.000410
2804,JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,745,0.978,0.001040
2804,REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,235,0.978,0.000130
2806,Recent Patents on Nanotechnology,386,0.977,0.000290
2807,ADVANCES IN COMPLEX SYSTEMS,622,0.976,0.000380
2807,MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,"1,016",0.976,0.001070
2807,PETROLEUM SCIENCE AND TECHNOLOGY,"3,155",0.976,0.002570
2810,Iranian Journal of Science and Technology-Transactions of Civil Engineering,263,0.975,0.000300
2810,Micro & Nano Letters,"1,763",0.975,0.002300
2812,ACTA APPLICANDAE MATHEMATICAE,"1,530",0.974,0.002030
2812,Beton- und Stahlbetonbau,746,0.974,0.001390
2814,APPLIED ENGINEERING IN AGRICULTURE,"2,159",0.973,0.001100
2814,Iranian Journal of Biotechnology,386,0.973,0.000330
2816,ENGINEERING ECONOMIST,446,0.972,0.000220
2816,FLORIDA ENTOMOLOGIST,"3,285",0.972,0.002950
2816,INFOR,506,0.972,0.000230
2819,Journal of Mathematical Fluid Mechanics,853,0.970,0.002930
2819,RICERCHE DI MATEMATICA,457,0.970,0.000830
2821,Banach Journal of Mathematical Analysis,394,0.969,0.001830
2821,COMPOST SCIENCE & UTILIZATION,766,0.969,0.000310
2823,Acta Crystallographica Section F-Structural Biology Communications,"1,913",0.968,0.003740
2823,Acta of Bioengineering and Biomechanics,700,0.968,0.000850
2823,Processing and Application of Ceramics,439,0.968,0.000410
2826,International Journal of Applied Mathematics and Computer Science,"1,075",0.967,0.000770
2827,ARCHIV FUR MOLLUSKENKUNDE,266,0.966,0.000230
2827,ENGINEERING JOURNAL-AMERICAN INSTITUTE OF STEEL CONSTRUCTION,460,0.966,0.000260
2829,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-STRUCTURES AND BUILDINGS,"1,021",0.965,0.001030
2829,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,644,0.965,0.000390
2831,Scientific Programming,521,0.963,0.000760
2832,CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,"1,024",0.960,0.000890
2833,ACTA ACUSTICA UNITED WITH ACUSTICA,"2,583",0.959,0.002110
2833,ANNALI DI MATEMATICA PURA ED APPLICATA,"2,050",0.959,0.005400
2835,International Journal of Exergy,719,0.958,0.000580
2836,MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,"6,202",0.957,0.006240
2836,NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE,890,0.957,0.000290
2838,ANNALES ZOOLOGICI FENNICI,"1,600",0.956,0.000770
2838,NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH,"1,436",0.956,0.000510
2840,Aerospace Medicine and Human Performance,565,0.954,0.002110
2841,Evolution Equations and Control Theory,224,0.953,0.001310
2842,ADVANCES IN APPLIED MATHEMATICS,"1,390",0.952,0.003500
2842,Transactions of the Indian Ceramic Society,361,0.952,0.000200
2844,China Foundry,452,0.947,0.000480
2845,JOURNAL OF ARACHNOLOGY,"1,435",0.946,0.001030
2846,Dyna,245,0.945,0.000250
2846,International Journal on Software Tools for Technology Transfer,438,0.945,0.000780
2846,Mathematical Sciences,355,0.945,0.000350
2849,JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,"2,253",0.942,0.000820
2850,CHINESE JOURNAL OF ELECTRONICS,"1,028",0.941,0.001330
2851,International Journal of Microwave and Wireless Technologies,759,0.939,0.001570
2851,SCIENTIST,301,0.939,0.000440
2853,ACTA METALLURGICA SINICA,"2,237",0.938,0.001450
2853,INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING EDUCATION,212,0.938,0.000110
2855,Current Computer-Aided Drug Design,549,0.935,0.000270
2856,Econometric Reviews,"1,469",0.933,0.002620
2856,JOURNAL OF SHELLFISH RESEARCH,"2,648",0.933,0.001580
2858,DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,375,0.932,0.001020
2859,LOGIC JOURNAL OF THE IGPL,440,0.931,0.001050
2860,Journal of Integral Equations and Applications,364,0.930,0.000630
2861,ADAPTIVE BEHAVIOR,607,0.929,0.000610
2861,POTATO RESEARCH,979,0.929,0.000460
2863,Computer Science and Information Systems,406,0.927,0.000370
2863,Membrane and Water Treatment,241,0.927,0.000260
2863,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,"13,219",0.927,0.023450
2866,JOURNAL OF VISUALIZATION,667,0.926,0.001040
2866,Journal of Inverse and Ill-Posed Problems,694,0.926,0.001480
2866,Journal of Systems Science & Complexity,981,0.926,0.001370
2869,ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,"1,746",0.925,0.001670
2870,BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION,916,0.924,0.000720
2871,BIOTA NEOTROPICA,"1,564",0.922,0.000950
2872,FOOD BIOTECHNOLOGY,531,0.921,0.000280
2872,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES,399,0.921,0.000610
2874,POWDER DIFFRACTION,"1,513",0.919,0.001000
2875,FLUID DYNAMICS RESEARCH,"1,531",0.918,0.001480
2875,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,"2,738",0.918,0.006000
2875,LIMNETICA,720,0.918,0.000520
2878,GENES & GENETIC SYSTEMS,765,0.917,0.000640
2879,Animal Reproduction,639,0.916,0.000940
2880,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,178,0.915,0.000550
2880,International Journal of Heavy Vehicle Systems,234,0.915,0.000230
2880,NATURAL RESOURCE MODELING,451,0.915,0.000360
2883,MATERIALS SCIENCE-POLAND,"1,070",0.911,0.001050
2884,Journal of Systems Engineering and Electronics,"1,201",0.907,0.001220
2885,Information Technology and Control,267,0.905,0.000230
2886,JOURNAL OF INORGANIC MATERIALS,"1,278",0.901,0.001130
2886,Plant Biotechnology,994,0.901,0.000930
2888,ACTA INFORMATICA,667,0.900,0.000810
2888,Water Science and Technology-Water Supply,"1,296",0.900,0.001540
2890,Human-Wildlife Interactions,244,0.897,0.000370
2890,Journal of Agricultural Science and Technology,"1,659",0.897,0.001590
2890,Turkish Journal of Field Crops,350,0.897,0.000250
2893,NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,"1,222",0.896,0.002080
2894,DISTRIBUTED COMPUTING,566,0.894,0.000860
2894,INTERNATIONAL JOURNAL OF ACAROLOGY,950,0.894,0.001000
2896,Pigment & Resin Technology,571,0.893,0.000350
2897,KOEDOE,498,0.892,0.000320
2897,WEED BIOLOGY AND MANAGEMENT,508,0.892,0.000360
2899,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,499,0.890,0.000370
2900,BIORHEOLOGY,"1,411",0.889,0.000350
2900,NEW GENERATION COMPUTING,298,0.889,0.000220
2900,New Review of Hypermedia and Multimedia,173,0.889,0.000210
2903,ANNALES ZOOLOGICI,656,0.888,0.000760
2904,Journal of Laser Micro Nanoengineering,520,0.887,0.000480
2905,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,535,0.886,0.000420
2906,JOURNAL OF ELECTRONIC IMAGING,"2,423",0.884,0.002340
2907,Chilean Journal of Agricultural Research,982,0.883,0.001150
2907,Proceedings of the Estonian Academy of Sciences,573,0.883,0.000460
2909,AIMS Mathematics,120,0.882,0.000490
2910,JOURNAL OF POULTRY SCIENCE,745,0.880,0.000610
2911,COMBINATORICS PROBABILITY & COMPUTING,"1,056",0.879,0.003620
2912,APPLIED RHEOLOGY,379,0.878,0.000360
2912,International Journal of Steel Structures,"1,019",0.878,0.001330
2912,REVISTA DE METALURGIA,333,0.878,0.000090
2915,JOURNAL OF TESTING AND EVALUATION,"2,130",0.877,0.001970
2916,Fundamental and Applied Limnology,712,0.876,0.000740
2917,AMERICAN CERAMIC SOCIETY BULLETIN,"1,171",0.875,0.000310
2917,Iranian Journal of Science and Technology Transaction A-Science,719,0.875,0.000940
2917,MATHEMATIKA,866,0.875,0.002330
2920,Mechanics & Industry,507,0.874,0.000680
2921,INFORMATION AND COMPUTATION,"2,180",0.872,0.003060
2922,DISCRETE DYNAMICS IN NATURE AND SOCIETY,"1,872",0.870,0.002570
2922,Revista Ciencia Agronomica,"1,149",0.870,0.001450
2924,Turkish Journal of Fisheries and Aquatic Sciences,"1,334",0.869,0.001620
2925,International Journal of Web Services Research,114,0.868,0.000110
2926,ANIMAL BIODIVERSITY AND CONSERVATION,462,0.867,0.000440
2926,GRASSLAND SCIENCE,519,0.867,0.000470
2928,JOURNAL OF THE HISTORY OF BIOLOGY,636,0.864,0.000570
2929,JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,848,0.862,0.000420
2930,Journal of Mechanics in Medicine and Biology,914,0.859,0.001340
2931,AMERICAN JOURNAL OF POTATO RESEARCH,"1,285",0.858,0.000900
2931,Communications in Mathematical Sciences,"1,505",0.858,0.005160
2933,Mathematical Control and Related Fields,239,0.857,0.001460
2934,COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,779,0.856,0.000620
2935,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,658,0.855,0.000510
2935,JOURNAL OF CARBOHYDRATE CHEMISTRY,709,0.855,0.000340
2935,Revista Matematica Complutense,441,0.855,0.001670
2938,Desalination and Water Treatment,"14,535",0.854,0.017300
2938,FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,925,0.854,0.000490
2940,REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,"3,800",0.853,0.001350
2941,ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,663,0.852,0.001330
2941,Applied Ontology,193,0.852,0.000320
2943,Ad Hoc & Sensor Wireless Networks,327,0.851,0.000300
2943,Aequationes Mathematicae,"1,027",0.851,0.001500
2943,COMMUNITY ECOLOGY,611,0.851,0.000570
2943,PCI JOURNAL,"1,059",0.851,0.000310
2947,CANADIAN JOURNAL OF PLANT SCIENCE,"4,249",0.850,0.001950
2947,COMPUTATIONAL COMPLEXITY,594,0.850,0.000650
2947,Journal of Theoretical and Computational Acoustics,44,0.850,0.000110
2950,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,469,0.849,0.000330
2950,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,"1,720",0.849,0.001460
2952,Filomat,"2,449",0.848,0.005550
2953,SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,"1,129",0.847,0.000910
2954,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,335,0.844,0.000550
2954,INORGANIC MATERIALS,"3,329",0.844,0.001840
2956,JOURNAL OF COMBINATORIAL OPTIMIZATION,"1,406",0.843,0.004100
2957,ACAROLOGIA,"1,054",0.842,0.000820
2958,COMBUSTION EXPLOSION AND SHOCK WAVES,"2,382",0.840,0.001220
2958,POLAR RECORD,625,0.840,0.000610
2960,PHILOSOPHICAL MAGAZINE LETTERS,"2,017",0.836,0.001220
2961,CHINA OCEAN ENGINEERING,677,0.835,0.000790
2961,CZECH JOURNAL OF ANIMAL SCIENCE,"1,135",0.835,0.000820
2963,CANADIAN JOURNAL OF ANIMAL SCIENCE,"2,623",0.834,0.001180
2964,BIOCONTROL SCIENCE,385,0.833,0.000360
2964,INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,544,0.833,0.000770
2964,Journal of Hyperbolic Differential Equations,332,0.833,0.001110
2964,Zemdirbyste-Agriculture,539,0.833,0.000530
2968,JOURNAL OF THE AMERICAN HELICOPTER SOCIETY,"1,025",0.831,0.000870
2968,Journal of Theoretical and Applied Mechanics,"1,008",0.831,0.000950
2970,Journal of Power Electronics,"1,041",0.830,0.001570
2971,Macedonian Journal of Chemistry and Chemical Engineering,206,0.829,0.000220
2972,BIOLOGICAL RHYTHM RESEARCH,816,0.826,0.000860
2973,New Medit,300,0.825,0.000170
2973,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-CIVIL ENGINEERING,336,0.825,0.000270
2973,REVISTA BRASILEIRA DE ENTOMOLOGIA,"1,239",0.825,0.000950
2976,Discrete Optimization,608,0.824,0.001280
2976,ELECTRIC POWER COMPONENTS AND SYSTEMS,"1,852",0.824,0.002290
2976,PACIFIC SCIENCE,"1,475",0.824,0.000650
2979,Engineering Management Journal,518,0.822,0.000160
2979,INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY,"3,047",0.822,0.001920
2981,CERAMICS-SILIKATY,731,0.820,0.000440
2981,Electronic Journal of Differential Equations,"2,471",0.820,0.005760
2983,International Journal of Optomechatronics,145,0.818,0.000220
2984,JOURNAL OF TIME SERIES ANALYSIS,"1,720",0.817,0.002500
2985,PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,"1,382",0.816,0.000320
2986,Bauingenieur,367,0.815,0.000830
2987,Journal of Engineered Fibers and Fabrics,780,0.814,0.000540
2988,Journal of Fish and Wildlife Management,366,0.813,0.000920
2989,Environment Protection Engineering,528,0.812,0.000380
2990,BIOLOGIA,"2,247",0.811,0.002120
2990,CEREAL RESEARCH COMMUNICATIONS,899,0.811,0.000620
2990,INFORMATION TECHNOLOGY AND LIBRARIES,243,0.811,0.000120
2993,AFRICAN INVERTEBRATES,199,0.810,0.000290
2994,Glass Technology-European Journal of Glass Science and Technology Part A,374,0.808,0.000100
2995,ENTOMOLOGICAL RESEARCH,467,0.807,0.000410
2996,TECHNOLOGY AND HEALTH CARE,"1,105",0.806,0.001780
2997,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,"1,473",0.805,0.000880
2997,Journal of Medical Devices-Transactions of the ASME,621,0.805,0.001100
2997,Mathematical Communications,270,0.805,0.000250
3000,Ecological Restoration,415,0.804,0.000400
3000,JOURNAL AMERICAN WATER WORKS ASSOCIATION,"3,051",0.804,0.001440
3002,Applied Mathematics-A Journal of Chinese Universities Series B,283,0.803,0.000660
3002,IET Computers and Digital Techniques,295,0.803,0.000380
3002,JOURNAL OF LOGIC AND COMPUTATION,734,0.803,0.002540
3002,JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY,"1,539",0.803,0.001030
3006,FOREST PRODUCTS JOURNAL,"2,040",0.802,0.000560
3007,Czech Journal of Genetics and Plant Breeding,344,0.800,0.000280
3007,JOURNAL OF COLD REGIONS ENGINEERING,346,0.800,0.000220
3009,Materials Testing,691,0.799,0.000860
3010,INDUSTRIAL LUBRICATION AND TRIBOLOGY,"1,033",0.798,0.001040
3011,MICROELECTRONICS INTERNATIONAL,266,0.796,0.000160
3012,INTERNATIONAL JOURNAL OF THERMOPHYSICS,"4,169",0.794,0.002000
3012,LIFETIME DATA ANALYSIS,915,0.794,0.001650
3012,PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,511,0.794,0.000840
3015,Mathematics and Financial Economics,237,0.792,0.000810
3016,Acta Mathematicae Applicatae Sinica-English Series,729,0.791,0.001320
3017,JOURNAL OF THE AUDIO ENGINEERING SOCIETY,"1,166",0.790,0.000630
3018,MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,684,0.789,0.000540
3019,IEICE Electronics Express,"1,532",0.788,0.001590
3020,Journal of Internet Technology,685,0.786,0.000580
3021,AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,831,0.785,0.000820
3021,Digest Journal of Nanomaterials and Biostructures,"1,796",0.785,0.001070
3023,JOURNAL OF CONCHOLOGY,263,0.784,0.000260
